order_id,order_date,customer_id,customer_name,customer_email,ordered_products,order_quantity,quantity,price,status
1032,2025-07-20,1,John,john@example.com,Headphones,1,3,2737.23,In Progress
1033,2025-03-28,2,Alice,alice@example.com,Camera,1,1,927.07,Delivered
1034,2025-06-28,5,Maxwell,maxwell@example.com,Laptop,1,1,1952.72,Refunded
1035,2025-08-25,5,Maxwell,maxwell@example.com,Tablet,1,2,2302.38,Cancelled
1036,2025-06-16,2,Alice,alice@example.com,Tablet,1,3,5425.05,Returned
1037,2025-03-31,3,Bob,bob@example.com,Camera,1,4,2053.88,Returned
1038,2025-04-28,2,Alice,alice@example.com,Laptop,1,3,2845.71,Delivered
1039,2025-07-13,5,Maxwell,maxwell@example.com,Smartphone,1,4,5151.96,Refunded
1040,2025-06-21,4,Mark,mark@example.com,Camera,1,3,4262.01,Cancelled
1041,2025-01-17,3,Bob,bob@example.com,Laptop,1,2,1826.62,Cancelled
1042,2025-05-03,1,John,john@example.com,Camera,1,3,310.26,Delivered
1043,2025-07-05,1,John,john@example.com,Tablet,1,1,1411.27,Returned
1044,2025-01-25,3,Bob,bob@example.com,Smartwatch,1,5,3149.9,Delivered
1045,2025-02-20,4,Mark,mark@example.com,Headphones,1,2,2044.58,In Progress
1046,2025-04-13,2,Alice,alice@example.com,Laptop,1,5,6282.5,Cancelled
1047,2025-05-15,1,John,john@example.com,Smartphone,1,4,2797,In Progress
1048,2025-08-29,5,Maxwell,maxwell@example.com,Tablet,1,4,3045.44,In Progress
1049,2025-07-01,5,Maxwell,maxwell@example.com,Headphones,1,5,6894.4,Refunded
1050,2025-05-18,3,Bob,bob@example.com,Smartphone,1,3,3076.71,In Progress
1051,2025-02-18,4,Mark,mark@example.com,Tablet,1,4,4145,In Progress
1052,2025-01-31,4,Mark,mark@example.com,Camera,1,4,1669.44,Returned
1053,2025-03-30,2,Alice,alice@example.com,Camera,1,1,1179.61,Cancelled
1054,2025-06-24,2,Alice,alice@example.com,Laptop,1,5,1892.9,Delivered
1055,2025-02-18,3,Bob,bob@example.com,Camera,1,3,5103.33,Delivered
1056,2025-06-02,1,John,john@example.com,Headphones,1,2,3183.92,Refunded
1057,2025-04-01,1,John,john@example.com,Headphones,1,3,1757.97,Delivered
1058,2025-05-30,2,Alice,alice@example.com,Tablet,1,3,1160.55,In Progress
1059,2025-04-21,5,Maxwell,maxwell@example.com,Camera,1,2,2131.78,In Progress
1060,2025-02-10,4,Mark,mark@example.com,Monitor,1,2,1430.08,In Progress
1061,2025-02-27,3,Bob,bob@example.com,Tablet,1,1,537.79,Cancelled
1062,2025-06-22,1,John,john@example.com,Camera,1,3,4139.55,Returned
1063,2025-05-28,5,Maxwell,maxwell@example.com,Laptop,1,4,2044.2,In Progress
1064,2025-03-01,1,John,john@example.com,Tablet,1,1,1335.95,In Progress
1065,2025-05-28,5,Maxwell,maxwell@example.com,Tablet,1,1,170.01,Delivered
1066,2025-07-14,1,John,john@example.com,Camera,1,1,1034.87,Cancelled
1067,2025-06-22,4,Mark,mark@example.com,Smartwatch,1,4,4503.96,Returned
1068,2025-02-02,1,John,john@example.com,Smartwatch,1,3,3905.04,Returned
1069,2025-07-20,2,Alice,alice@example.com,Headphones,1,5,6048.45,Cancelled
1070,2025-05-26,3,Bob,bob@example.com,Laptop,1,1,1536.8,Returned
1071,2025-01-26,2,Alice,alice@example.com,Tablet,1,1,285.74,Cancelled
1072,2025-02-23,5,Maxwell,maxwell@example.com,Laptop,1,1,1815.93,In Progress
1073,2025-04-26,1,John,john@example.com,Smartwatch,1,3,455.25,Returned
1074,2025-02-28,5,Maxwell,maxwell@example.com,Tablet,1,1,1939.9,In Progress
1075,2025-04-15,2,Alice,alice@example.com,Smartwatch,1,3,1510.65,Delivered
1076,2025-04-30,5,Maxwell,maxwell@example.com,Monitor,1,2,1366.12,In Progress
1077,2025-03-15,5,Maxwell,maxwell@example.com,Smartwatch,1,5,3875.5,Returned
1078,2025-01-27,2,Alice,alice@example.com,Smartphone,1,4,3617.6,Returned
1079,2025-01-21,1,John,john@example.com,Headphones,1,4,7079.76,Cancelled
1080,2025-08-21,2,Alice,alice@example.com,Smartphone,1,5,7097.55,Refunded
1081,2025-01-21,5,Maxwell,maxwell@example.com,Smartphone,1,1,1434.57,Cancelled
1082,2025-06-04,4,Mark,mark@example.com,Monitor,1,1,782.35,In Progress
1083,2025-04-23,2,Alice,alice@example.com,Tablet,1,3,1703.16,Returned
1084,2025-02-09,1,John,john@example.com,Smartphone,1,5,6027.85,In Progress
1085,2025-01-28,4,Mark,mark@example.com,Camera,1,4,5790,Delivered
1086,2025-05-07,3,Bob,bob@example.com,Headphones,1,1,323.84,Returned
1087,2025-06-22,2,Alice,alice@example.com,Camera,1,3,5545.89,In Progress
1088,2025-05-27,5,Maxwell,maxwell@example.com,Laptop,1,3,5793.99,Returned
1089,2025-08-09,5,Maxwell,maxwell@example.com,Laptop,1,1,1975.17,Delivered
1090,2025-03-22,1,John,john@example.com,Smartphone,1,3,3606.72,Returned
1091,2025-01-07,1,John,john@example.com,Monitor,1,5,5546.4,Cancelled
1092,2025-04-10,5,Maxwell,maxwell@example.com,Monitor,1,3,2922.51,Cancelled
1093,2025-01-16,1,John,john@example.com,Monitor,1,5,4760.2,Delivered
1094,2025-01-25,1,John,john@example.com,Smartwatch,1,1,256,Delivered
1095,2025-08-27,2,Alice,alice@example.com,Tablet,1,1,1585.73,In Progress
1096,2025-03-04,2,Alice,alice@example.com,Camera,1,2,3518.64,Cancelled
1097,2025-07-07,1,John,john@example.com,Camera,1,4,2783.28,Cancelled
1098,2025-06-23,4,Mark,mark@example.com,Headphones,1,2,1182.22,Returned
1099,2025-01-18,3,Bob,bob@example.com,Headphones,1,3,4591.05,Refunded
1100,2025-01-23,2,Alice,alice@example.com,Smartwatch,1,4,1297.12,In Progress
1101,2025-04-09,4,Mark,mark@example.com,Smartphone,1,4,7089.48,Delivered
1102,2025-02-22,2,Alice,alice@example.com,Tablet,1,3,4891.2,Returned
1103,2025-06-15,4,Mark,mark@example.com,Smartwatch,1,4,1729.96,Returned
1104,2025-08-27,3,Bob,bob@example.com,Monitor,1,2,1971.54,Refunded
1105,2025-04-05,5,Maxwell,maxwell@example.com,Camera,1,3,917.43,Cancelled
1106,2025-01-14,5,Maxwell,maxwell@example.com,Tablet,1,4,5952.88,In Progress
1107,2025-06-30,1,John,john@example.com,Laptop,1,5,6868.65,Cancelled
1108,2025-01-02,4,Mark,mark@example.com,Smartphone,1,4,2416.52,Returned
1109,2025-07-27,1,John,john@example.com,Smartphone,1,1,1712.27,In Progress
1110,2025-07-06,2,Alice,alice@example.com,Smartwatch,1,4,6259.36,In Progress
1111,2025-05-18,4,Mark,mark@example.com,Laptop,1,4,1660.76,In Progress
1112,2025-04-13,1,John,john@example.com,Camera,1,5,8751.4,Cancelled
1113,2025-05-09,3,Bob,bob@example.com,Monitor,1,5,9407.65,Cancelled
1114,2025-03-09,2,Alice,alice@example.com,Laptop,1,1,1843.99,Returned
1115,2025-08-18,3,Bob,bob@example.com,Monitor,1,4,5036.28,Cancelled
1116,2025-01-16,2,Alice,alice@example.com,Monitor,1,5,9636.8,Returned
1117,2025-05-18,1,John,john@example.com,Laptop,1,3,5608.68,Delivered
1118,2025-07-13,1,John,john@example.com,Laptop,1,1,1615.26,Delivered
1119,2025-08-09,5,Maxwell,maxwell@example.com,Smartphone,1,2,2406.46,Cancelled
1120,2025-04-13,5,Maxwell,maxwell@example.com,Monitor,1,4,6727.32,Refunded
1121,2025-02-05,1,John,john@example.com,Smartphone,1,3,1429.35,Cancelled
1122,2025-01-31,4,Mark,mark@example.com,Laptop,1,3,945.96,Refunded
1123,2025-03-03,4,Mark,mark@example.com,Laptop,1,3,4564.38,Cancelled
1124,2025-01-04,5,Maxwell,maxwell@example.com,Smartphone,1,5,5182.35,Refunded
1125,2025-03-12,1,John,john@example.com,Monitor,1,5,9578.3,Refunded
1126,2025-06-08,5,Maxwell,maxwell@example.com,Smartphone,1,4,3367.72,Cancelled
1127,2025-07-24,1,John,john@example.com,Smartphone,1,2,1619.58,Returned
1128,2025-03-18,1,John,john@example.com,Camera,1,2,3785.62,Refunded
1129,2025-06-19,1,John,john@example.com,Tablet,1,4,7001.84,Refunded
1130,2025-03-24,2,Alice,alice@example.com,Headphones,1,4,4458.08,Returned
1131,2025-08-12,5,Maxwell,maxwell@example.com,Laptop,1,2,3921.42,Refunded
1132,2025-03-25,2,Alice,alice@example.com,Camera,1,2,1175.12,Refunded
1133,2025-03-03,1,John,john@example.com,Smartphone,1,2,3678.02,In Progress
1134,2025-06-11,2,Alice,alice@example.com,Smartwatch,1,2,1659.24,In Progress
1135,2025-02-15,5,Maxwell,maxwell@example.com,Smartphone,1,4,1080.4,Cancelled
1136,2025-06-14,5,Maxwell,maxwell@example.com,Camera,1,4,5900.12,In Progress
1137,2025-08-18,5,Maxwell,maxwell@example.com,Laptop,1,5,8635.9,Cancelled
1138,2025-02-21,1,John,john@example.com,Smartphone,1,2,2172.58,Cancelled
1139,2025-02-04,2,Alice,alice@example.com,Laptop,1,3,3872.16,Refunded
1140,2025-05-31,3,Bob,bob@example.com,Monitor,1,3,243.99,Cancelled
1141,2025-07-24,1,John,john@example.com,Laptop,1,2,623.08,In Progress
1142,2025-08-14,5,Maxwell,maxwell@example.com,Camera,1,3,1136.19,Returned
1143,2025-02-05,3,Bob,bob@example.com,Headphones,1,5,2467.95,Refunded
1144,2025-07-18,1,John,john@example.com,Tablet,1,1,1043.41,In Progress
1145,2025-07-06,2,Alice,alice@example.com,Smartwatch,1,3,4209.84,Returned
1146,2025-04-03,5,Maxwell,maxwell@example.com,Tablet,1,4,2223.32,Cancelled
1147,2025-05-03,4,Mark,mark@example.com,Headphones,1,4,3717.04,In Progress
1148,2025-06-09,1,John,john@example.com,Smartphone,1,1,633.76,Delivered
1149,2025-05-10,5,Maxwell,maxwell@example.com,Headphones,1,1,1149.54,Delivered
1150,2025-02-03,1,John,john@example.com,Smartwatch,1,2,818.48,Returned
1151,2025-01-01,4,Mark,mark@example.com,Smartphone,1,3,3312.21,Refunded
1152,2025-06-04,5,Maxwell,maxwell@example.com,Laptop,1,4,972.64,In Progress
1153,2025-02-07,3,Bob,bob@example.com,Smartwatch,1,5,8970.2,Cancelled
1154,2025-07-21,4,Mark,mark@example.com,Camera,1,3,5496.99,Delivered
1155,2025-06-22,3,Bob,bob@example.com,Camera,1,4,708.96,Delivered
1156,2025-01-01,1,John,john@example.com,Tablet,1,2,1607.66,Refunded
1157,2025-07-25,3,Bob,bob@example.com,Tablet,1,1,1289.71,In Progress
1158,2025-03-21,5,Maxwell,maxwell@example.com,Camera,1,5,7509.5,In Progress
1159,2025-06-25,1,John,john@example.com,Headphones,1,5,4350.85,Returned
1160,2025-08-09,2,Alice,alice@example.com,Tablet,1,1,600.09,Cancelled
1161,2025-08-13,4,Mark,mark@example.com,Smartphone,1,2,1406.96,Returned
1162,2025-05-13,3,Bob,bob@example.com,Laptop,1,3,3474.3,Cancelled
1163,2025-05-04,2,Alice,alice@example.com,Camera,1,4,1803.08,In Progress
1164,2025-04-26,5,Maxwell,maxwell@example.com,Laptop,1,4,7286.08,Refunded
1165,2025-04-23,1,John,john@example.com,Monitor,1,3,4210.71,Refunded
1166,2025-01-29,5,Maxwell,maxwell@example.com,Camera,1,4,1618.76,Refunded
1167,2025-07-28,2,Alice,alice@example.com,Smartphone,1,1,1649.82,Cancelled
1168,2025-03-23,3,Bob,bob@example.com,Laptop,1,4,5369.04,Refunded
1169,2025-04-07,2,Alice,alice@example.com,Monitor,1,3,2237.85,Cancelled
1170,2025-03-05,4,Mark,mark@example.com,Headphones,1,4,2787,In Progress
1171,2025-02-16,3,Bob,bob@example.com,Headphones,1,5,9031.3,Returned
1172,2025-01-26,5,Maxwell,maxwell@example.com,Camera,1,2,405.94,Refunded
1173,2025-01-08,5,Maxwell,maxwell@example.com,Smartphone,1,1,696.87,Cancelled
1174,2025-06-05,5,Maxwell,maxwell@example.com,Headphones,1,5,951.4,Refunded
1175,2025-04-30,2,Alice,alice@example.com,Monitor,1,4,3058.84,Delivered
1176,2025-01-01,2,Alice,alice@example.com,Smartwatch,1,4,5556.96,Refunded
1177,2025-05-30,2,Alice,alice@example.com,Camera,1,3,1946.79,Delivered
1178,2025-07-10,3,Bob,bob@example.com,Camera,1,3,4024.26,Delivered
1179,2025-01-30,2,Alice,alice@example.com,Smartwatch,1,3,5954.94,In Progress
1180,2025-07-05,1,John,john@example.com,Laptop,1,5,9455.8,Delivered
1181,2025-07-28,5,Maxwell,maxwell@example.com,Monitor,1,4,4996.16,Cancelled
1182,2025-06-22,3,Bob,bob@example.com,Smartwatch,1,3,5392.56,Returned
1183,2025-08-02,4,Mark,mark@example.com,Smartphone,1,4,1388.88,Refunded
1184,2025-05-27,4,Mark,mark@example.com,Headphones,1,4,6837.12,Delivered
1185,2025-03-30,3,Bob,bob@example.com,Smartphone,1,5,1886.55,Refunded
1186,2025-03-20,2,Alice,alice@example.com,Smartphone,1,2,2241.28,Refunded
1187,2025-06-04,1,John,john@example.com,Tablet,1,2,875,Cancelled
1188,2025-03-03,2,Alice,alice@example.com,Laptop,1,3,4579.23,Returned
1189,2025-08-26,3,Bob,bob@example.com,Monitor,1,5,1335.4,Returned
1190,2025-07-13,2,Alice,alice@example.com,Camera,1,2,1317.88,In Progress
1191,2025-08-08,2,Alice,alice@example.com,Smartwatch,1,3,737.07,Returned
1192,2025-05-30,5,Maxwell,maxwell@example.com,Laptop,1,1,673.61,Returned
1193,2025-03-18,2,Alice,alice@example.com,Laptop,1,2,1632.22,Cancelled
1194,2025-08-12,2,Alice,alice@example.com,Headphones,1,4,2813.08,Delivered
1195,2025-07-08,4,Mark,mark@example.com,Camera,1,5,2576.45,Refunded
1196,2025-07-03,4,Mark,mark@example.com,Smartphone,1,5,5955.2,In Progress
1197,2025-05-12,4,Mark,mark@example.com,Smartwatch,1,2,2552.88,Delivered
1198,2025-08-21,2,Alice,alice@example.com,Smartphone,1,4,6358.68,Delivered
1199,2025-02-26,4,Mark,mark@example.com,Monitor,1,1,706.58,Refunded
1200,2025-04-03,5,Maxwell,maxwell@example.com,Headphones,1,3,846.84,Cancelled
1201,2025-06-18,4,Mark,mark@example.com,Camera,1,3,4849.14,Cancelled
1202,2025-05-05,5,Maxwell,maxwell@example.com,Camera,1,2,2246.06,Cancelled
1203,2025-05-07,4,Mark,mark@example.com,Monitor,1,4,5700.24,Refunded
1204,2025-04-10,1,John,john@example.com,Monitor,1,2,2031.12,Returned
1205,2025-07-21,4,Mark,mark@example.com,Smartphone,1,1,911.39,Returned
1206,2025-02-23,5,Maxwell,maxwell@example.com,Smartphone,1,5,7912.45,Returned
1207,2025-05-31,3,Bob,bob@example.com,Tablet,1,2,899.82,Delivered
1208,2025-05-09,5,Maxwell,maxwell@example.com,Laptop,1,1,1758.1,Returned
1209,2025-02-09,2,Alice,alice@example.com,Smartphone,1,1,1535.86,Returned
1210,2025-03-13,3,Bob,bob@example.com,Laptop,1,1,1966.9,In Progress
1211,2025-06-24,5,Maxwell,maxwell@example.com,Camera,1,1,1742.24,Delivered
1212,2025-05-13,2,Alice,alice@example.com,Camera,1,1,223.26,Delivered
1213,2025-06-12,4,Mark,mark@example.com,Laptop,1,5,4517.25,Delivered
1214,2025-04-13,4,Mark,mark@example.com,Smartphone,1,2,3509.68,Delivered
1215,2025-03-24,5,Maxwell,maxwell@example.com,Smartphone,1,4,3332.52,Delivered
1216,2025-05-04,2,Alice,alice@example.com,Tablet,1,4,5800.68,Refunded
1217,2025-08-16,5,Maxwell,maxwell@example.com,Camera,1,2,2554.22,Delivered
1218,2025-01-15,5,Maxwell,maxwell@example.com,Smartphone,1,1,224.78,Cancelled
1219,2025-04-02,3,Bob,bob@example.com,Tablet,1,2,1571.38,Returned
1220,2025-01-24,1,John,john@example.com,Smartwatch,1,1,1803.01,In Progress
1221,2025-01-01,4,Mark,mark@example.com,Monitor,1,1,1536.26,Returned
1222,2025-06-19,4,Mark,mark@example.com,Monitor,1,4,4950.32,Delivered
1223,2025-06-15,3,Bob,bob@example.com,Laptop,1,3,2660.67,In Progress
1224,2025-03-25,5,Maxwell,maxwell@example.com,Headphones,1,3,2314.83,Refunded
1225,2025-08-30,5,Maxwell,maxwell@example.com,Smartwatch,1,5,813.95,Cancelled
1226,2025-05-21,3,Bob,bob@example.com,Tablet,1,4,4147.04,Returned
1227,2025-04-13,2,Alice,alice@example.com,Tablet,1,5,3438.05,Cancelled
1228,2025-02-08,1,John,john@example.com,Monitor,1,3,183.87,Cancelled
1229,2025-04-11,3,Bob,bob@example.com,Headphones,1,1,584.37,Delivered
1230,2025-06-17,1,John,john@example.com,Tablet,1,1,1984.75,Refunded
1231,2025-03-19,1,John,john@example.com,Monitor,1,5,2285.75,Cancelled
1232,2025-03-06,5,Maxwell,maxwell@example.com,Smartwatch,1,2,2930.4,Returned
1233,2025-07-03,1,John,john@example.com,Smartwatch,1,4,4489.72,Refunded
1234,2025-01-22,2,Alice,alice@example.com,Smartwatch,1,2,3801.4,Delivered
1235,2025-02-23,1,John,john@example.com,Smartwatch,1,3,3901.17,Delivered
1236,2025-01-09,4,Mark,mark@example.com,Tablet,1,5,673.3,In Progress
1237,2025-05-22,1,John,john@example.com,Smartphone,1,1,1047.09,Refunded
1238,2025-03-30,1,John,john@example.com,Smartphone,1,4,2173.88,In Progress
1239,2025-07-07,5,Maxwell,maxwell@example.com,Camera,1,1,1019.13,Delivered
1240,2025-06-04,5,Maxwell,maxwell@example.com,Tablet,1,1,869.35,Cancelled
1241,2025-07-15,2,Alice,alice@example.com,Smartwatch,1,5,7488.25,Delivered
1242,2025-08-20,1,John,john@example.com,Smartphone,1,3,1535.76,Delivered
1243,2025-02-08,4,Mark,mark@example.com,Smartwatch,1,2,3085.32,Returned
1244,2025-03-25,4,Mark,mark@example.com,Headphones,1,2,1045.98,Returned
1245,2025-03-10,1,John,john@example.com,Smartphone,1,4,1465.92,Refunded
1246,2025-02-12,2,Alice,alice@example.com,Laptop,1,1,1362.27,Refunded
1247,2025-04-29,2,Alice,alice@example.com,Headphones,1,4,5237.08,Delivered
1248,2025-06-24,4,Mark,mark@example.com,Smartphone,1,4,3987,Cancelled
1249,2025-03-27,5,Maxwell,maxwell@example.com,Smartphone,1,1,179.86,Returned
1250,2025-05-21,4,Mark,mark@example.com,Smartphone,1,1,401.37,Delivered
1251,2025-06-20,2,Alice,alice@example.com,Monitor,1,5,814.35,In Progress
1252,2025-04-18,2,Alice,alice@example.com,Smartphone,1,4,5758.2,Delivered
1253,2025-04-28,5,Maxwell,maxwell@example.com,Smartwatch,1,1,724.17,Returned
1254,2025-01-01,4,Mark,mark@example.com,Smartwatch,1,1,1676.06,Returned
1255,2025-07-24,4,Mark,mark@example.com,Monitor,1,1,785.65,Returned
1256,2025-01-11,5,Maxwell,maxwell@example.com,Smartwatch,1,2,3255.7,In Progress
1257,2025-06-18,5,Maxwell,maxwell@example.com,Monitor,1,1,1665.95,Refunded
1258,2025-07-06,3,Bob,bob@example.com,Headphones,1,2,2156.7,In Progress
1259,2025-01-03,3,Bob,bob@example.com,Smartphone,1,2,1111.96,In Progress
1260,2025-05-26,3,Bob,bob@example.com,Tablet,1,2,2139.84,Delivered
1261,2025-04-04,1,John,john@example.com,Laptop,1,1,1717.97,Cancelled
1262,2025-02-01,4,Mark,mark@example.com,Laptop,1,2,693.18,Refunded
1263,2025-04-10,1,John,john@example.com,Headphones,1,2,652.04,Refunded
1264,2025-05-11,5,Maxwell,maxwell@example.com,Headphones,1,4,5672.72,Refunded
1265,2025-07-22,1,John,john@example.com,Smartwatch,1,5,2036.35,Delivered
1266,2025-06-29,1,John,john@example.com,Tablet,1,4,3845.04,Cancelled
1267,2025-03-08,5,Maxwell,maxwell@example.com,Headphones,1,3,5017.68,Cancelled
1268,2025-04-20,3,Bob,bob@example.com,Tablet,1,3,5206.47,Refunded
1269,2025-03-22,3,Bob,bob@example.com,Tablet,1,5,6825.85,Delivered
1270,2025-03-03,3,Bob,bob@example.com,Smartwatch,1,4,3682.04,Returned
1271,2025-02-04,5,Maxwell,maxwell@example.com,Monitor,1,5,9914.55,Delivered
1272,2025-08-05,2,Alice,alice@example.com,Smartwatch,1,2,1625.54,Refunded
1273,2025-08-12,4,Mark,mark@example.com,Laptop,1,3,3549.12,Cancelled
1274,2025-04-05,5,Maxwell,maxwell@example.com,Tablet,1,3,2846.52,Refunded
1275,2025-07-12,3,Bob,bob@example.com,Camera,1,2,1886.8,Returned
1276,2025-01-24,5,Maxwell,maxwell@example.com,Smartphone,1,4,4600.08,Delivered
1277,2025-04-14,2,Alice,alice@example.com,Tablet,1,3,1729.14,Delivered
1278,2025-06-25,1,John,john@example.com,Tablet,1,4,5476.68,Delivered
1279,2025-04-20,3,Bob,bob@example.com,Headphones,1,4,7773.48,In Progress
1280,2025-03-15,5,Maxwell,maxwell@example.com,Smartphone,1,2,3878.34,Delivered
1281,2025-01-28,5,Maxwell,maxwell@example.com,Camera,1,5,6896.15,Cancelled
1282,2025-02-26,2,Alice,alice@example.com,Laptop,1,3,5045.31,Refunded
1283,2025-06-22,3,Bob,bob@example.com,Laptop,1,5,9732.3,In Progress
1284,2025-05-09,4,Mark,mark@example.com,Laptop,1,1,1993.39,In Progress
1285,2025-07-14,5,Maxwell,maxwell@example.com,Camera,1,3,3805.05,In Progress
1286,2025-08-15,3,Bob,bob@example.com,Smartphone,1,5,3121.35,Delivered
1287,2025-06-20,2,Alice,alice@example.com,Headphones,1,2,2290.04,Returned
1288,2025-07-02,1,John,john@example.com,Tablet,1,2,3261.5,In Progress
1289,2025-04-29,3,Bob,bob@example.com,Headphones,1,2,966.26,Refunded
1290,2025-02-10,3,Bob,bob@example.com,Smartwatch,1,3,795.27,Delivered
1291,2025-05-04,4,Mark,mark@example.com,Monitor,1,2,943.08,In Progress
1292,2025-05-10,2,Alice,alice@example.com,Monitor,1,3,1548.12,Cancelled
1293,2025-03-02,4,Mark,mark@example.com,Smartphone,1,4,734.52,Refunded
1294,2025-07-10,2,Alice,alice@example.com,Headphones,1,5,8085.65,Delivered
1295,2025-08-21,4,Mark,mark@example.com,Tablet,1,2,2725.42,Refunded
1296,2025-03-04,3,Bob,bob@example.com,Headphones,1,2,2936.84,Cancelled
1297,2025-06-07,5,Maxwell,maxwell@example.com,Laptop,1,2,2059.16,Delivered
1298,2025-08-06,1,John,john@example.com,Smartphone,1,4,6388,Returned
1299,2025-05-13,4,Mark,mark@example.com,Monitor,1,4,6392.84,Returned
1300,2025-08-03,3,Bob,bob@example.com,Smartphone,1,2,1377.68,In Progress
1301,2025-08-08,3,Bob,bob@example.com,Smartphone,1,5,9762.85,Refunded
1302,2025-07-10,5,Maxwell,maxwell@example.com,Smartphone,1,2,611.96,Refunded
1303,2025-03-21,5,Maxwell,maxwell@example.com,Headphones,1,2,1962.6,Cancelled
1304,2025-08-27,3,Bob,bob@example.com,Monitor,1,3,1391.16,Returned
1305,2025-08-07,2,Alice,alice@example.com,Tablet,1,2,1899.26,Returned
1306,2025-03-10,3,Bob,bob@example.com,Smartwatch,1,1,296.59,Delivered
1307,2025-03-26,5,Maxwell,maxwell@example.com,Smartwatch,1,5,3417.7,Returned
1308,2025-01-02,4,Mark,mark@example.com,Monitor,1,5,1401.55,In Progress
1309,2025-04-17,3,Bob,bob@example.com,Smartwatch,1,1,1245.87,Cancelled
1310,2025-07-26,5,Maxwell,maxwell@example.com,Headphones,1,3,1197.54,In Progress
1311,2025-06-04,4,Mark,mark@example.com,Tablet,1,1,1084.21,In Progress
1312,2025-06-05,3,Bob,bob@example.com,Headphones,1,1,1494.43,Refunded
1313,2025-04-14,3,Bob,bob@example.com,Smartwatch,1,2,1702.8,Delivered
1314,2025-01-03,2,Alice,alice@example.com,Smartphone,1,3,4167.45,Cancelled
1315,2025-08-20,2,Alice,alice@example.com,Laptop,1,2,3782.62,Returned
1316,2025-04-14,3,Bob,bob@example.com,Camera,1,1,1901.97,Returned
1317,2025-08-26,5,Maxwell,maxwell@example.com,Smartphone,1,2,2446.96,Delivered
1318,2025-06-24,2,Alice,alice@example.com,Smartwatch,1,4,2212.52,In Progress
1319,2025-02-02,3,Bob,bob@example.com,Tablet,1,4,6767.84,Delivered
1320,2025-07-11,5,Maxwell,maxwell@example.com,Camera,1,4,7772.08,Cancelled
1321,2025-04-10,4,Mark,mark@example.com,Camera,1,2,3202.04,Delivered
1322,2025-04-07,3,Bob,bob@example.com,Headphones,1,3,1671.24,Returned
1323,2025-06-20,3,Bob,bob@example.com,Smartwatch,1,1,917.69,Refunded
1324,2025-03-04,1,John,john@example.com,Tablet,1,2,1189.18,In Progress
1325,2025-04-28,2,Alice,alice@example.com,Monitor,1,4,6638.32,Refunded
1326,2025-03-30,3,Bob,bob@example.com,Monitor,1,1,1022.35,Cancelled
